userName,score,at,content
Pengguna Google,1,2025-12-12 12:10:29,"Makin sini makin rakus seperti-nya Spotify, seperti memaksakan para pengguna untuk menggunakan fitur premium....kalau iklan 2 lagu 2-3 iklan gak masalah tapi ini kalau mau denger lagu harus denger lagu lain dulu serta dilimit juga gak bisa putar ulang dsb"
Pengguna Google,1,2025-12-01 06:10:10,"spotify, tolong lah jangan di batasi waktu buat milih lagu, saya lagi pengen dengar lagu kesukaan saya dan tidak bisa, kenapa harus dari apk nya yang harus milih? ini aplikasi untuk mendengar kan musik atau mendengar kan pilihan apk nya? saya capek & badmood jadi nya padahal saya lagi dalam keadaan stress dan ingin menenangkan diri dengan mendengarkan lagu, iklan nya juga ekstrim banget, baru 1-2 lagu udah iklan apalagi iklan nya bisa 3-4, ini mau dengarin lagu atau iklan sih? jangan serakah pls"
Pengguna Google,4,2025-12-09 16:00:31,"Disclaimer : Saya bukan pengguna premium. Hanya saja akhir2 ini disaat selesai memutar 1 / 2 Lagu, iklannya bisa 3x. Dan tidak masalah juga sebenarnya untuk saya. Tapi iklannya gak jalan dan untuk ke lagu berikutnya pun jadi tidak jalan. (Di diemin, malah diem2an!). Itu saja sih. Tolong penjelasannya, Terima Kasih.. - (Sudah coba install ulang) - (Jaringan stabil) - (Apa harus Reset modem ?)"
Pengguna Google,5,2025-12-04 08:20:46,"bagus sih iyaaa kayak apk pemutar musik biasanya tapi lebih wow ini. cuma plisss balikin Spotify yang dulu lah! iklannya mungkin cuma 1 lah gue 2 lagu langsung 3 iklan alamattt... itu yang bikin jengkel (iklan gapapa namanya juga gak premium, tapi ya minimal 5 lagu 1 iklan gitu laah) mana sekarang pemutaran lagunya juga dibatasi lagi gak bisa se leluasa dulu huhuhu 😫😔👎plis jangan pelit-pelit (gue juga kadang suka iri sama yg akunnya premiumm... apalah daya bagiku yang kaum pas-pas an huee)"
Pengguna Google,4,2025-12-20 04:09:59,ya okelah dah bagus tapi kenapa kalo mau loop lagu harus premium? dan tolong kalo bisa tambahkan data beberapa kali kita sering putar lagu itu misalnya lagu favoite saya sudah saya putar sebanyak 30× gitu dan akan terus bertambah jika kita dengar trus
Pengguna Google,3,2025-12-19 05:05:52,"maaf ya, tapi aku download Spotify buat dengerin lagu sambil gambar. masalahnya aku gambar di hp juga, jadi klo mau gambar di aplikasi lain sambil denger lagu, nanti lagunya berhenti, kayak gitu terus, sampe aku harus bolak balik dari aplikasi gambar ke Spotify buat nyalain lagu. tolong pihak Spotify ngebolehin aplikasinya tetep nyala walau buka aplikasi lain. terus banyak bug juga karena iklan"
Pengguna Google,2,2025-10-30 11:25:58,"Playback OK, sistem cache jg bagus, jadi lagu yg diputar disimpan di cache dan gak kehapus otomatis, jadi kalau diputar lagi gak makan data, jdi hemat, lagu2 nya lengkap. Sangat bagus dipadukan dengan PowerAmp Equalizer, suara musik jadi lebih bagus. TAPI.. User Free, 2 playback langsung diselingi iklan, kadang bahkan cuman 1 lagu langsung iklan."
Pengguna Google,5,2025-09-28 13:42:20,"Baguss, Alhamdulillahnya di aku ga sering muncul iklannya mau dengerin lagu/ podcast. Mungkin iya sekali muncul 2-3 tapi jarak antar iklan dan lagu panjangg bisa 8-10 lagu baru muncul iklan, pdhl tiap hari juga selalu pake spotify. Fyi Spotify ku free ya, tp belakangan ini sering muncul disuruh langganan premium yg 40k (ga begitu butuh premium apalagi masih pelajar jdi mending buat yg lain :D). Kekurangannya cuma dibagian lirik sih dibatesin, kadang ga muncul lah, kadang kurang tepat."
Pengguna Google,1,2025-11-24 13:40:00,"Saat update terakhir tampilan spotify terutama pada device tablet menjadi berubah seperti hanya menampilkan cuplikan lagu dan tidak bahkan membiarkan pengguna mengklik lagu yang berada didalam playlist. Setelah saya cari tahu penyebabnya, ternyata itu disebabkan oleh pengguna yang tidak membeli fitur premium. Menurut saya ini sangat mengganggu, saran saya hal ini diperbaiki, tidak apa jika iklan 2 lagu sekali, yang penting jangan cuma bisa play cuplikan saja dan skip serta pilih lagu di limit."
Pengguna Google,2,2025-11-30 16:27:35,"Makin sini spotify makin kikir, paket premium mini yang dulu paling top dan terjangkau harganya dihapus, sekarang spotify premium yang 60 ribu ngga bisa nge download buat denger offline, udah lagi spotify free sekarang ada batas harian buat pilih lagu (biasanya kalo udah pilih 5 lagu atau lebih) terus bisa pilih lagi besok, apa coba? tolong lah pihak spotify jangan terlalu membatasi pengguna spotify free juga dan juga jangan potong potong fitur spotify premiumnya, kami lebih suka yang dulu."
Pengguna Google,2,2025-12-11 22:27:10,"Dlu Spotify gk bnyk iklannya kok. Tpi sekarang? Banyk bangt sumpah. Bahkan skrng udh berani nampilin 3 iklan sekaligus.. 3 SEKALIGUS. Kurang pemasukan atau gimana? Kita cuma mau dengerin musik dengan tenang, tapi ya gitu malah muncul iklan. Iklannya dikurangin dong sama gak usah semuanya dijadiin berbayar. Ini mah sama aja kayak aplikasi ngedit sebelah. Dikit dikit berbayar. Dan tambahan bahkan sekarang klo mau muter lagu ada batasan/maksimal nya, apa² hrus premium.🙃"
Pengguna Google,5,2025-11-27 14:15:13,"keseluruhan udah bagus, tapi mohon tambahin fitur ""prioritaskan"", jadi gini, fiturnya ini tuh, bakal ngebuat lagunya terus keputar bahkan kalo ada video yang gak sengaja/sengaja ke putar, biasanya tuh lagunya bakal ke pause kalo tiba-tiba ada campur tangan video kan ya, nah kalo gw sih problem nya dari iklan, gw sering baca komik sambil denger lagu, jadi agak annoying aja kalo tiba-tiba ada iklan, mana gw belum prem di apk baca manhwa nya lagi🗿"
Pengguna Google,4,2025-10-14 16:58:08,"Bagus, tapi buset, iklannya ga kurang banyak tuh??? Premium juga lumayan dengan harga segitu perbulan, tpi okelah not bad walaupun agak pricey. ada barang/kualitas juga ada harga. Tpi klo disuruh premium dengan harga segitu, mnding dengerin iklan seabrek jir, tpi paling ya abis ini pindah apk merah klo sebanyak dan selama itu iklannya"
Pengguna Google,1,2025-12-14 17:54:00,"maksud hati bikin playlist mau putar lagu yg sudah di pilih, tapi malah lompat keluar dan putar lagu yang tidak di pilih sama sekali, malah lagu random yg di putar, belum lagi iklan nya 4x, mau seneng malah emosi, SULIT SIH YANG MODAL GRATISAN, auto uninstall..!!!!"
Pengguna Google,3,2025-12-07 04:36:08,"apk ini sangat bagus untuk mendengar lagu tapi kalau mau pilih lagu yang kita suka itu minimal 6 kali doang terus kalau kita mau ganti ke lagu lain suka iklan nya itu 2 kali 3 kali hanya untuk dengar satu lagu doang boleh iklan tetapi jangan di banyakin iklan nya jadi kita gk bisa nikmatin musik nya dengan nyaman, terimakasih 🙏🏻"
Pengguna Google,1,2025-11-08 10:44:52,"spotify makin lama makin kikir>:( apa apa premium bahkan untuk dengarin lagu favorit aj dibatasin sampe sekian menit,Masa harus premium dulu baru bisa dengar tanpa batas ??? menurut ku itu sudah terlalu pelit.lalu untuk iklan nya yg sering muncul tiap 1-2 lagu benar benar mengganggu.jadi tolong spotify, plis ubah. jgn kasih batasan untuk dengarin lagu favorit.kami sebagai free user sangat terbebani, apalagi untuk anak sekolah yg ngerjain tugas sambil dengerin lagu.😌"
Pengguna Google,3,2025-12-18 16:54:25,"sebenernya udah bagus semua, tapi makin hari makin dibatasi untuk pengguna gratisnya, jadi harus pakai premium, padahal dulu ngga sebanyak ini fitur premiumnya, kenapa ga sekalian berbayar aja apk nya, susah lah"
Pengguna Google,1,2025-10-25 09:53:01,"Spotify tolong deh, kasih jarak buat iklannya. mikir lah, aku tau ini aplikasi kalian dan kalian bebas ngasih jarak Iklan tapi ngotak juga lah, gak setiap ganti lagu langsung iklan juga. awalnya sih gak keganggu ya, soalnya mikir paling cuman 1-2x doang iklannya kayak gini tapi eh... ngelunjak, baru satu lagu langsung iklan lagi. capek banget tau gak, mau nyantai dengerin musik malah ada 3 iklan yang gak bisa di skip. tolong banget lah ya, mentang-mentang aku gak premium iklannya ditumpuk semua☺"
Pengguna Google,5,2025-12-09 01:29:01,"Aplikasi yg bagus, bisa untuk rujukan dalam mencari lagu dari berbagai negara dan jenis musik, dari masa lampau sampai sekarang, cuma ada kekurangannya sdkt pas nyari lagu nya sophie yg berjudul I love you,tdk bisa sy temukan, tp tetap aplikasi yg menarik"
Pengguna Google,1,2025-12-13 02:38:52,"tidak ada fitur like & dislike. video musik, videonya hanya menampilkan iklan, lagu tidak sesuai video, semakin saya jelajahi, semakintidak jelas, diiklannya promosi, bisa mutar musik waktu ofline, kenyataanya, tidak bisa mutar musik kalau lagi ofline.."
Pengguna Google,1,2025-12-05 19:11:32,"SPOTIFY, Tolong package family dikembalikan, saya sudah berlangganan package itu lama, hampir tahunan, namun kemarin baru saja sekali telat bayar, dan paket nya langsung dihilangkan, skrg sudah tidak adaa, sungguh mengecewakan paket family dahulu seperti duo dan full 6 orang, malah diganti, saya tidak ingin platinum"
Pengguna Google,2,2025-10-20 10:04:53,"Aduhhhh! ini aplikasi bagus aja,tapi kebanyakan IKLAN,saya puter di tv dapet 4 iklan dan itu harus menunggu beberapa menit,apalagi durasi yang lama, dan iklan yang itu itu aja, jadi tolong lah kurangin jadi 2 iklann saya juga mau mendengarkan lagu secara bebas iklan,spotify premium itu juga cukup mahal, jadi tolong lah kurangin iklan nyaa"
Pengguna Google,3,2025-12-16 12:03:45,"tolong lah bugnya di perbaiki kalau mau login pakai email dan kata sandi kenapa selalu ""kombinasi email dan kata sandi salah"", padahal memang itu yang terdaftar, udah pakai ""masuk tanpa kata sandi"" yaitu dengan klik kalimat ""buka spotify"" dari gmail, tapi itupun kadang error. nah ini sekarang sudah bisa masuk setelah membiarkan ngga buka spotify beberapa jam. terima kasih."
Pengguna Google,1,2025-11-29 15:25:58,"Spotify sekarang kikirr bangett!!! masa mau pindah lagu aja harus premium,mau pilih lagi sendiri harus premium apaan coba mana iklan pasti muncul setiap 1 lagu selesai kenapa jadii kikirr siii pdhal sbelumnya udah seneng karna free, iklan juga lama munculnya. jadi tolong buat pihak spotify jangan kikir' banget deh klo buat pindah lagu jangan harus premium!!!"
Pengguna Google,5,2025-12-08 15:16:06,"Sejauh ini Spotify memang yang terbaik. Namun saya memiliki saran untuk kedepannya tolong tampilkan saja beberapa judul lagu berdasarkan minat pengguna tanpa harus melalui artis, band, atau album favorit. Jadi pengguna dapat memutar secara acak track list relevan tanpa harus mencari lagu secara spesifik karena Spotify telah menyeting minat mereka di antarmuka. Terimakasih"
Pengguna Google,2,2025-12-14 03:06:24,"pas selesai dengerin lagu, selalu aja ngasih lagu yg ga pernah aku dengerin, udh ber minggu minggu lagunya gitu mulu, harusnya ada tombol dislike supaya bisa ngurangin lagu yg ga di suka, udh aplikasi serakah, preferensi juga ga bisa di atur, perusahaan besar gini"
Pengguna Google,5,2025-11-27 18:29:10,"Spotify bagus bangett, bisa dengerin musik secara jelas, ada lirik nya juga, membantu bangett, tapi ada 1 kendala sih yg agak mengecewakan, yaitu gabisa diputar secara offline, karna harus make mode premium, padahal seru banget lo, bnyak artis terkenalnya juga, developer tolong ya dikurangi mod peremium nya, oh iya 1 lagi, yaitu kadang ya ditengah-tengah musik arus setelah selesai musik nya tuh iklannn, paling sebel kalo ada iklan, tapi gapapa deh tetep suka, 𝗦𝗽𝗼𝘁𝗶𝗳𝘆 the bestt"
Pengguna Google,5,2025-12-05 00:25:03,"Udh bagus sih tpi premium nya makin mahal 😞 yg plg aku suka tuh bisa dengerin offline trs bisa diulang ulang lagunya & milih lagu tanpa batas Oh ya coba buat supaya muncul logo Spotify + judul lagu yg lagi didengerin pas lagi denger lagu (kayak di WhatsApp pas lagi telponan tuh kan ada kayak menit kita telponan tuh udh brp lama, warna Hijau gitu di kiri atas layar yg biasanya tempat notifikasi) nahh coba tambahin kayak gitu (sbnrnya di bbrp hp bisa, tpi di aku ga bisa kayak gitu)"
Pengguna Google,2,2025-12-20 11:11:45,"bagus, cuman kenapa banyak iklanya? setiap mau dengerin lagu iklanya 4x, terus waktu aku mau putar lagunya gak bisa, aku Udah hapus terus download lagi tapi masih tetap gak bisa dan kenapa gak ada lirik di beberapa lagu? padahal aku mau tau liriknya gimana, perbaiki lagi dong"
Pengguna Google,4,2025-12-19 07:55:27,"bagus sih bagus aja, cuman iklan nya terlalu banyak sama terlalu maksa, suka ga bisa mutar lagu kalau udah masuk favorit, agak ngeselin mana udah coba download ulang lagi (btw ini belum habis yak jatah milih putar lagu yang disuka tapi tetap ga bisa)"
Pengguna Google,5,2025-12-18 11:48:40,"sudah 2 hari gak bisa putar lagu di spotify, padahal udah ratusan yg di download dan mau putar yg random di beranda juga gak bisa. ada apa sih? maaf saya kasih bintang 1 dulu, kalo udah lancar tak kasih bintang 🌟 oke sudah lancar, thanks Spotify 🌟"
Pengguna Google,4,2025-12-20 14:50:54,"bagus2 aja sih sebenernya, cuman iklan tuh yang yaallah rame bener, sering bangettt. trs tuh sekarang udah gabisa putar playlist ya?? malah lagunya kemana2, padahal udah dibuat playlist, tolonglah 🙏😭"
Pengguna Google,4,2025-12-19 11:04:08,"Jangan banyak banyak premium spot, karenanya gua susah milih lagu, mana nggak bisa dimasuki ke antrean, wajib ngedengerin lagu rekomenan lu selamanya, gila. Sakit hati bet sumpah, beda 98% dari Spotify yang gua kenal selama ini..."
Pengguna Google,3,2025-12-20 06:49:35,"aplikasi ini sudah bagus, tapi kenapa saya tidak bisa mengulir atau mengeser bar lagu berbentuk lingkaran. Apakah ini bisa diperbaiki? Apakah ada cara? Perangkat saya samsung"
Pengguna Google,5,2025-12-18 09:10:52,aplikasi ini sangat bagus untuk mendengarkan lagu yang disukai dan bisa langsung di simpan ke Favorit saya sangat suka dengan aplikasi ini dan iklan nya berguna untuk lebih tau fitur di aplikasi ini.saya sangat suka dengan aplikasi ini 😆☺️
Pengguna Google,5,2025-12-19 11:59:44,aplikasi ini sangat bagus banget jadi kalau pas beres beres atau ngerjain pr kalau mau dengerin musik bisaaa bangett lagunya juga bagus bagus cuman bayak iklan dahh itu aja
Pengguna Google,3,2025-12-20 06:28:08,"bagus kok, tapi kalo mao hapus playlist gabisa jadi byk playlist aku pdhl itu ga ada isi lagunya, terus kalo bisa jangan lemot kali plsplspls spotify. ok makasih"
Pengguna Google,5,2025-12-19 11:42:15,"aku suka bgt sama spotify, aku bisa mendengar kan musik² kesukaan ku dan setiap aku belajar aku selalu mendengarkan musik² yg kusukai di spotify, aku suka bgttttt lope terlope dehhh untuk aplikasi nya 🤩🤩🤩"
Pengguna Google,4,2025-12-17 15:09:13,"please lagu where we are rilis di spotify, kenapa si ngga rilis? padahal lagunya baguss, katanya tidak sesuai standart ini udah bagus di telinga kami pleas riliskan"
Pengguna Google,1,2025-12-15 12:24:37,"spotify! kenapa setiap aku mau beli premium selalu gk bisa bayar lewat spotify? jadinya aku harus beli lewat Google Play yg harga nya lebih mahal! dan juga iklannya terlalu banyak bgt! masa baru denger 1 2 lagu langsung iklan? plis lah jangan kikir2 amat dan gk semua orang bisa beli premium, jadi kami yg gratisan sangat terbebani 😔."
Pengguna Google,5,2025-12-08 13:46:23,"spotify ini sangat bagus dan menarik, semua lagu yg saya cari ada semua, tapi kekurangan nya kenapa harus spotify premium untuk menentukan lagu yang iningin kita putar, dan di pilih lagu lain, dan mohon jangan hanya spotify premium yg bisa menentukan lagu yg ingin di putar!"
Pengguna Google,4,2025-11-09 15:42:55,"sebagai user free, pls.. ini sebelum upd perasaan bisa dengar lagu apa aja tanpa batas deh.. bisa pencet lagu apa aja, bisa pake antrean lagu, bebas tanpa batas. ko pas update, jadi banyak bngt batasannya, yng aslinya iklannya cuma 1 doang, ini udh nambah jadi 2/3, yang paling benci, gabisa masukin lagu ke antrean, aku baru denger musik ga sampe 10mnt udah mati antreannya, langsung beralih ke mode shuffle. sebenarnya masih banyak, tapi mohon untuk developer mohon kembalikan Spotify spt dulu..."
Pengguna Google,1,2025-12-06 06:45:08,"Premiumfy: Music and Podcast, masa hal hal dasar aja harus di premiumin? pembatasan milih lagu sendiri hell nah, itu hal dasar banget kena premium, terus premium minggu dan harian juga di hapus sekarang jadi gabisa beli lagi bikin pengguna gratis sendiri dibikin ga nyaman, sekarang buka spotify iklan udh 3-4x terus dibatesin milih sediri sampe hari berikutnya dan mau beli premium udh gabisa yang paling hemat *fitur Ekualiser kurang manfaat, efeknya ga terlalu ngaruh, ganti tuh semua efeknya"
Pengguna Google,2,2025-12-18 00:01:39,"Buseeeeett IKLAN nya banyak bener 😭 mau dengerin spotify jadi males, kebanyalan iklan. bahkan baru denger 2 lagu aja udh ada IKLAN lagi, jadi males... Lirik juga ga semua lagu tampilin lirik, pokonya spotify udh bagus sebetulnya nya cuma di iklan aja yg sangat mengganggu, banyak bgt iklan nya. lagi dengerin pake earphone sambil cuci piring, auto kebanyakan denger iklan dibanding lagu nya. maaf bintang nya cuma 2"
Pengguna Google,5,2025-10-14 14:53:40,"apk nya kerenn, banyak iklan seakan memaksa para pengguna untuk berlangganan premium, trs klo muter lagu tbtb selanjutnya keputar lagu yg ga sesuai sama vibe lagu yg sebelumnya didengarkan. tolong ya developer, ngasih iklan jumlahnya yg masuk akal lah."
Pengguna Google,5,2025-10-04 13:43:25,"bagus tapi disayangkan aplikasi udah mulai banyak iklan-iklan nya biasa nya putar lagu sampai 2-3 bahkan lebih ,baru ada iklan dan lagu yang saya ingin putar malah lagu nya nggak sesuai malah lagu lain yg keputar,padahal dulu bagus banget ini aplikasi buat pendengar gratisan seperti saya,tapi saran saya kalian coba premium pemula aja kan udah disediakan di jamin nggak kecewa cuy tapi kok gw mau premium yg ke 2 malah langsung premium"
Pengguna Google,2,2025-11-20 13:19:09,"lumayan bagus lah yh untuk Spotify yang sekarang cmn, kebanyakan iklan aja setiap habis 1/2 lagu selalu ada iklan dan iklannya itu nd cmn satu bisa 2 bahkan 3 dan itu sangat memakan waktu and hal yang paling aku kurang suka itu sekarang ada batasan lagunya sumpah ini paling meresahkan di aku, karna aku sebagai pengguna free suka banget gonta ganti lagu. eh skarang malah ada batasannya dan itu harus up premium/nunggu esok harinya itu pun belum tentu kembali. jdi mohon untuk di update lgi..thanks"
Pengguna Google,5,2025-12-07 02:58:30,"Harap di perbaiki lagi bugnya,semenjak diupdate mau masuk selalu ada tulisan ada masalah coba lagi,sudah di hapus chache dan unistal tapi tetap ada masalah coba lagi,padahal malam selalu dengerin musik di sini,jadi ga memuaskan banget tolong diperbaiki,sinyal mendukung padahal"
Pengguna Google,1,2025-11-13 16:10:51,"Tolonglah Spotify AB, jadi Dev kok pelit amat dah.. sekarang kalau mau dengerin lagu masa harus bayar dulu..? Pelit banget dah, mau dengerin lagu aja harus bayar.. buat apa sih dibikin hampir semuanya berbayar? Biar bangkrut? Kebanyakan hal yang berbayar itu cuma bikin aplikasi makin hancur, lihat aja ElectronicArts, game-game ia buat semuanya hampir berbayar, yang jadinya gamenya atau aplikasinya ya.. sepi dan hancur, karena buat lanjut harus bayar."
Pengguna Google,1,2025-11-13 03:08:03,"Spotify kok jadi kikir sih? Sampe dibatasi buat putar lagu bebas jadi 6x terus kalau udah lebih harus langganan Premium, kalau waktu dulu sih ngga kikir, kalau sekarang kikirnya kebangetan, apalagi iklannya dah ada yang lebih dari 1 menit, terus 2 kali diputar iklannya, masa harus serba Premium sih? sama aja kayak CapCut serba Premium"
Pengguna Google,5,2025-12-05 11:46:39,"aplikasi untuk mendengarkan musik yang sangat baguss 👍 sukaa banget dengerin lagu di apk ini, kadang ngeleg kadang ngga (yang lebih sering kalau uda off tapi musik tetep lanjut besttt) tapi katanya ada lirik lagu nya, emang ada sih tapi kadang ngga ada. Tapi pokoknya ini tetep apk untuk denger musik favoritttt 💞"
Pengguna Google,5,2025-11-03 15:22:00,"bagus banget apknya, aku suka, tapi sebagai user biasa, engga premium, plis banget iklannya itu sangat sangat banyak, bahkan saya hitung bisa 2 iklan untuk 2-3 lagu?, kalo iklan yang isinya lagu ya i'm fine, it's nice, butt.. ini iklannya suara percakapan indo yang bhkan gada bs lagunya, aku dengernya ga srek banget, sangat gasuka, kecuali iklan yang mempromosikan lagu gitu jdi bs nya lagu lain dan berbahasa Inggris, better lah itu bagi aku 🙏🏻 tapi bagus kok apknya, aku user 2 taun lbih, trims"
Pengguna Google,1,2025-10-26 12:27:38,"Aplikasi ini kurang ramah bagi free user. Durasi iklannya bahkan sudah mencapai 1 menit 30 detik, hanya untuk mendengar 2-3 lagu saja. Intinya makin kesini makin diperjelas kalau ini hanya untuk premium user. Bagi kalian yang free user seperti saya, aplikasi ini sangat tidak disarankan. Untuk Spotify, saya tahu kalian mencari profit. Namun, untuk jumlah dan durasi iklan sudah terlalu banyak. Kalau begini terus, saya terpaksa uninstall."
Pengguna Google,2,2025-12-12 11:27:38,"bagus sih bagus yh, tapi kurangin iklannya, gmpang iklan bgt, milih lagu kudu bayar,geser lagu kudu bayar (klo dah 5×),trs iklan ny juga sering bgt muncul, kudu bgt gitu yh premium?.."
Pengguna Google,5,2025-12-02 08:05:18,"sebenar nya ga ada yang kurang sama Spotify ya tapi menurut ku tambahin fitur yang dimana bisa denger lagu walau pun offline,walau pun udah ada fitur nya cuma itu kan premium,dah satu lagi menurut ku lebih mending Spotify yang dulu si karna yang sekarang banyak iklan,premium semua,samaaaa yang bikin sebelll ituuu lagu kesukaan aku ga bisa muter lagiiiii tolong ya Spotify jangan bikin lagu nya ga bisa kepencet lagiiii, masaaaa harus premium semuaaa"
Pengguna Google,3,2025-12-14 12:03:22,"Kok skrng spotify gini ya? baru 2-3 lagu langsung iklan, mana ada 3 lagi iklannya, kedikitan tuh wkwk. yh walaupun masih ku gunain krna dah nyaman, tpi kurang2in lah itu min iklan, 1 cukup lho."
Pengguna Google,4,2025-12-04 13:30:45,"saya suka sekali apk ini dalam mendengar lagu,dan saat mendengar lagu tidak menguras banyak baterai dana penggunaanya gratiss,banyak lagu ayau artis favorit di sini,pokoknya the best,tapi kurangnya iklan nya sih talu tetap seru kok,apalagi lengkap dengan lirik dan vidio dari lagu,banyak pilihan lagu,tidak lag dan sangat enak untuk mendengar musik di spotify👍👍"
Pengguna Google,1,2025-12-11 08:15:15,saya memberi bintang 1 karena lagu lagu yang di sukai tidak bisa di download begini seperti harus premium gimana kalo ada yang mau dengerin music tapi ga bisa??? saya harap kritikan saya developer Spotify bisa mengubah aturan trimakasih
Pengguna Google,5,2025-12-15 14:14:50,menurut ku bagus aplikasi nya bisa ndengerin lagu kesukaan kita juga tolong sedikit jangan iklan terus dan juga pas nyetel lagu pasti brpa menit kemudian nga kedengeran tolong di perbaiki mungkin pendapat saya itu saja terimakasih
Pengguna Google,1,2025-12-04 22:07:30,terlalu banyak iklan saya pakai udh lm dulu sekali iklan 30 detik cuma satu kali kenapa sekarang kalau iklan 3 kali berrti 90 detik hampir semenit kita mau denger lagu bukan iklan tolong di tingkatkan kan untuk kenyamanan pengguna bukan keuntungan inget kita pakai buat STEL musik bukan STEL iklan terimakasih semoga ad perubahan kedepannya ☺️
Pengguna Google,3,2025-11-30 05:15:17,"Sebagai pengguna bukan premium, baru stel 2 sampai 3 lagi udah ada iklan. Iklannya bukan 1 tapi 3 sampai 4 iklan, Tolo min jangan banyak banyak gitu iklannya. Baru stel lagu udah iklan aja."
Pengguna Google,3,2025-12-02 12:22:17,"Bagus pengalaman ndengerin musik sangat sekali bagus, tapi tidak seperti dulu selalu saat lagi ndengerin lagu dibatasi kenapa harus dibatasi dan kenapa harus bayar kalau seperti ini saya kasihan pada anak anak yang ingin mendengarkan tetapi tidak memiliki uang untuk membeli premium jadi mohon ini di dengar dan di terapkan agar mendengar lagu itu anak anak menjadi lebih puas dan bisa ngembalikan mood saat ingin belajar atau mengerjakan tugas mohon di dengar, aslinya bagus jika tidak ada batasan."
